siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-ensure-condition,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-ensure-condition,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-ensure-condition,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-ensure-condition,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,event-ensure-condition,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,event-ensure-condition,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,event-ensure-condition,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,event-ensure-condition,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,ensure-activation-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,ensure-activation-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,ensure-activation-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,ensure-activation-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,constraint-rationale-interpolation,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,constraint-rationale-interpolation,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,constraint-rationale-interpolation,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,constraint-rationale-interpolation,collection,defined,accessor-non-empty,message,g15,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,computed-field-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,computed-field-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,computed-field-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,computed-field-expression,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,field-default-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,field-default-value-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,field-default-value-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,field-default-value-expression,collection,defined,accessor-non-empty,declaration,g16,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,field-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
